,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
4004,የሳንባ ምች,ብርድ ብርድ ማለት,ድካም,ሳል,ከፍተኛ_ትኩሳት
4005,ዲሞርፊክ ሄሞሮይድስ (ክምር),የሆድ ድርቀት,በአንጀት_እንቅስቃሴ_ጊዜ_ህመም,pain_in_anal_region,ደም የተሞላ_ሰገራ
4006,የልብ ድካም,ማስታወክ,ትንፋሽ ማጣት,ማላብ,የደረት_ህመም
4007,የ varicose ደም መላሽ ቧንቧዎች,ድካም,ቁርጠት,መሰባበር,ከመጠን ያለፈ ውፍረት
4008,ሃይፖታይሮዲዝም,ድካም,ክብደት_መጨመር,ቀዝቃዛ_እጅ_እና_እግር,የስሜት_መለዋወጥ
4009,ሃይፐርታይሮዲዝም,ድካም,የስሜት_መለዋወጥ,ክብደት_መቀነስ,እረፍት ማጣት
4010,ሃይፖግላይሴሚያ,ማስታወክ,ድካም,ጭንቀት,ማላብ
4011,የአርትሮሲስ በሽታ,የመገጣጠሚያ_ህመም,የአንገት_ህመም,የጉልበት_ህመም,hip_የመገጣጠሚያ_ህመም
4012,አርትራይተስ,የጡንቻ_ደካማነት,አንገተ ደንዳና,እብጠት_መገጣጠሚያዎች,የእንቅስቃሴ_ግትርነት
4013,(vertigo) Paroymsal  Positional Vertigo,ማስታወክ,ራስ ምታት,ማቅለሽለሽ,የሚሽከረከር_እንቅስቃሴዎች
4014,ብጉር,የቆዳ_ሽፍታ,መግል_የተሞላ_ብጉር,ጥቁር ነጠብጣቦች,የሚንቀጠቀጡ
4015,የሽንት ቧንቧ ኢንፌክሽን,ሚኪቱሪሽን ማቃጠል,የፊኛ ምቾት ማጣት,የሽንት መጥፎ ሽታ,የማያቋርጥ_የሽንት_ስሜት
4016,Psoriasis,የቆዳ_ሽፍታ,የመገጣጠሚያ_ህመም,የቆዳ_መፋቅ,ብር_የሚመስል_አቧራ
4017,ኢምፔቲጎ,የቆዳ_ሽፍታ,ከፍተኛ_ትኩሳት,አረፋ,በአፍንጫ_ዙሪያ_ቀይ_ቁስል
4018,የፈንገስ ኢንፌክሽን,እከክ,የቆዳ_ሽፍታ,ኖዳል_ቆዳ_ፍንዳታዎች,dischromic _patches
4019,አለርጂ,የማያቋርጥ_ማስነጠስ,መንቀጥቀጥ,ብርድ ብርድ ማለት,ከዓይን_ማጠጣት
4020,GERD,የሆድ_ህመም,አሲድነት,በምላስ_ላይ_ቁስል,ማስታወክ
4021,ሥር የሰደደ ኮሌስትሮል,እከክ,ማስታወክ,ቢጫ_ቆዳ,ማቅለሽለሽ
4022,የመድሃኒት ምላሽ,እከክ,የቆዳ_ሽፍታ,የሆድ_ህመም,ሚኪቱሪሽን ማቃጠል
4023,የፔፕቲክ ቁስለት በሽታ,ማስታወክ,የምግብ አለመፈጨት ችግር,የምግብ ፍላጎት_ማጣት,የሆድ_ህመም
4024,AIDS,ጡንቻ_ማባከን,በጉሮሮ ውስጥ_ጥፍሮች,ከፍተኛ_ትኩሳት,ከጋብቻ ውጪ ያሉ እውቂያዎች
4025,የስኳር በሽታ,ድካም,ክብደት_መቀነስ,እረፍት ማጣት,ግድየለሽነት
4026,የጨጓራ እጢ (gastroenteritis).,ማስታወክ,የደነቆረ_አይኖች,ድርቀት,ተቅማጥ
4027,ብሮንካይያል አስም,ድካም,ሳል,ከፍተኛ_ትኩሳት,ትንፋሽ ማጣት
4028,የደም ግፊት,ራስ ምታት,የደረት_ህመም,መፍዘዝ,ሚዛን_ማጣት
4029,ማይግሬን,አሲድነት,የምግብ አለመፈጨት ችግር,ራስ ምታት,የደበዘዘ_እና_የተዛባ_ዕይታ
4030,የማኅጸን ጫፍ ስፖንዶሎሲስ,የጀርባ_ህመም,በእግሮች ውስጥ_ደካማነት,የአንገት_ህመም,መፍዘዝ
4031,ሽባ (የአንጎል ደም መፍሰስ),ማስታወክ,ራስ ምታት,የአንድ_አካል_ጎን_ደካማነት,ተቀይሯል_sensorium
4032,አገርጥቶትና,እከክ,ማስታወክ,ድካም,ክብደት_መቀነስ
4033,ወባ,ብርድ ብርድ ማለት,ማስታወክ,ከፍተኛ_ትኩሳት,ማላብ
4034,የዶሮ ፐክስ,እከክ,የቆዳ_ሽፍታ,ድካም,ግድየለሽነት
4035,ዴንጊ,የቆዳ_ሽፍታ,ብርድ ብርድ ማለት,የመገጣጠሚያ_ህመም,ማስታወክ
4036,ታይፎይድ,ብርድ ብርድ ማለት,ማስታወክ,ድካም,ከፍተኛ_ትኩሳት
4037,ሄፓታይተስ ኤ,የመገጣጠሚያ_ህመም,ማስታወክ,ቢጫ_ቆዳ,ጨለማ_ሽንት
4038,ሄፓታይተስ ቢ,እከክ,ድካም,ግድየለሽነት,ቢጫ_ቆዳ
4039,ሄፓታይተስ ሲ,ድካም,ቢጫ_ቆዳ,ማቅለሽለሽ,የምግብ ፍላጎት_ማጣት
4040,ሄፓታይተስ ዲ,የመገጣጠሚያ_ህመም,ማስታወክ,ድካም,ቢጫ_ቆዳ
4041,ሄፓታይተስ ኢ,የመገጣጠሚያ_ህመም,ማስታወክ,ድካም,ከፍተኛ_ትኩሳት
4042,የአልኮል ሄፓታይተስ,ማስታወክ,ቢጫ_ቆዳ,የሆድ_ህመም,የሆድ_እብጠት
4043,የሳንባ ነቀርሳ በሽታ,ብርድ ብርድ ማለት,ማስታወክ,ድካም,ክብደት_መቀነስ
4044,የጋራ ቅዝቃዜ,የማያቋርጥ_ማስነጠስ,ብርድ ብርድ ማለት,ድካም,ሳል
4045,የሳንባ ምች,ብርድ ብርድ ማለት,ድካም,ሳል,ከፍተኛ_ትኩሳት
4046,ዲሞርፊክ ሄሞሮይድስ (ክምር),የሆድ ድርቀት,በአንጀት_እንቅስቃሴ_ጊዜ_ህመም,pain_in_anal_region,ደም የተሞላ_ሰገራ
4047,የልብ ድካም,ማስታወክ,ትንፋሽ ማጣት,ማላብ,የደረት_ህመም
4048,የ varicose ደም መላሽ ቧንቧዎች,ድካም,ቁርጠት,መሰባበር,ከመጠን ያለፈ ውፍረት
4049,ሃይፖታይሮዲዝም,ድካም,ክብደት_መጨመር,ቀዝቃዛ_እጅ_እና_እግር,የስሜት_መለዋወጥ
4050,ሃይፐርታይሮዲዝም,ድካም,የስሜት_መለዋወጥ,ክብደት_መቀነስ,እረፍት ማጣት
4051,ሃይፖግላይሴሚያ,ማስታወክ,ድካም,ጭንቀት,ማላብ
4052,የአርትሮሲስ በሽታ,የመገጣጠሚያ_ህመም,የአንገት_ህመም,የጉልበት_ህመም,hip_የመገጣጠሚያ_ህመም
4053,አርትራይተስ,የጡንቻ_ደካማነት,አንገተ ደንዳና,እብጠት_መገጣጠሚያዎች,የእንቅስቃሴ_ግትርነት
4054,(vertigo) Paroymsal  Positional Vertigo,ማስታወክ,ራስ ምታት,ማቅለሽለሽ,የሚሽከረከር_እንቅስቃሴዎች
4055,ብጉር,የቆዳ_ሽፍታ,መግል_የተሞላ_ብጉር,ጥቁር ነጠብጣቦች,የሚንቀጠቀጡ
4056,የሽንት ቧንቧ ኢንፌክሽን,ሚኪቱሪሽን ማቃጠል,የፊኛ ምቾት ማጣት,የሽንት መጥፎ ሽታ,የማያቋርጥ_የሽንት_ስሜት
4057,Psoriasis,የቆዳ_ሽፍታ,የመገጣጠሚያ_ህመም,የቆዳ_መፋቅ,ብር_የሚመስል_አቧራ
4058,ኢምፔቲጎ,የቆዳ_ሽፍታ,ከፍተኛ_ትኩሳት,አረፋ,በአፍንጫ_ዙሪያ_ቀይ_ቁስል
4059,የፈንገስ ኢንፌክሽን,እከክ,የቆዳ_ሽፍታ,ኖዳል_ቆዳ_ፍንዳታዎች,dischromic _patches
4060,አለርጂ,የማያቋርጥ_ማስነጠስ,መንቀጥቀጥ,ብርድ ብርድ ማለት,ከዓይን_ማጠጣት
4061,GERD,የሆድ_ህመም,አሲድነት,በምላስ_ላይ_ቁስል,ማስታወክ
4062,ሥር የሰደደ ኮሌስትሮል,እከክ,ማስታወክ,ቢጫ_ቆዳ,ማቅለሽለሽ
4063,የመድሃኒት ምላሽ,እከክ,የቆዳ_ሽፍታ,የሆድ_ህመም,ሚኪቱሪሽን ማቃጠል
4064,የፔፕቲክ ቁስለት በሽታ,ማስታወክ,የምግብ አለመፈጨት ችግር,የምግብ ፍላጎት_ማጣት,የሆድ_ህመም
4065,AIDS,ጡንቻ_ማባከን,በጉሮሮ ውስጥ_ጥፍሮች,ከፍተኛ_ትኩሳት,ከጋብቻ ውጪ ያሉ እውቂያዎች
4066,የስኳር በሽታ,ድካም,ክብደት_መቀነስ,እረፍት ማጣት,ግድየለሽነት
4067,የጨጓራ እጢ (gastroenteritis).,ማስታወክ,የደነቆረ_አይኖች,ድርቀት,ተቅማጥ
4068,ብሮንካይያል አስም,ድካም,ሳል,ከፍተኛ_ትኩሳት,ትንፋሽ ማጣት
4069,የደም ግፊት,ራስ ምታት,የደረት_ህመም,መፍዘዝ,ሚዛን_ማጣት
4070,ማይግሬን,አሲድነት,የምግብ አለመፈጨት ችግር,ራስ ምታት,የደበዘዘ_እና_የተዛባ_ዕይታ
4071,የማኅጸን ጫፍ ስፖንዶሎሲስ,የጀርባ_ህመም,በእግሮች ውስጥ_ደካማነት,የአንገት_ህመም,መፍዘዝ
4072,ሽባ (የአንጎል ደም መፍሰስ),ማስታወክ,ራስ ምታት,የአንድ_አካል_ጎን_ደካማነት,ተቀይሯል_sensorium
4073,አገርጥቶትና,እከክ,ማስታወክ,ድካም,ክብደት_መቀነስ
4074,ወባ,ብርድ ብርድ ማለት,ማስታወክ,ከፍተኛ_ትኩሳት,ማላብ
4075,የዶሮ ፐክስ,እከክ,የቆዳ_ሽፍታ,ድካም,ግድየለሽነት
4076,ዴንጊ,የቆዳ_ሽፍታ,ብርድ ብርድ ማለት,የመገጣጠሚያ_ህመም,ማስታወክ
4077,ታይፎይድ,ብርድ ብርድ ማለት,ማስታወክ,ድካም,ከፍተኛ_ትኩሳት
4078,ሄፓታይተስ ኤ,የመገጣጠሚያ_ህመም,ማስታወክ,ቢጫ_ቆዳ,ጨለማ_ሽንት
4079,ሄፓታይተስ ቢ,እከክ,ድካም,ግድየለሽነት,ቢጫ_ቆዳ
4080,ሄፓታይተስ ሲ,ድካም,ቢጫ_ቆዳ,ማቅለሽለሽ,የምግብ ፍላጎት_ማጣት
4081,ሄፓታይተስ ዲ,የመገጣጠሚያ_ህመም,ማስታወክ,ድካም,ቢጫ_ቆዳ
4082,ሄፓታይተስ ኢ,የመገጣጠሚያ_ህመም,ማስታወክ,ድካም,ከፍተኛ_ትኩሳት
4083,የአልኮል ሄፓታይተስ,ማስታወክ,ቢጫ_ቆዳ,የሆድ_ህመም,የሆድ_እብጠት
4084,የሳንባ ነቀርሳ በሽታ,ብርድ ብርድ ማለት,ማስታወክ,ድካም,ክብደት_መቀነስ
4085,የጋራ ቅዝቃዜ,የማያቋርጥ_ማስነጠስ,ብርድ ብርድ ማለት,ድካም,ሳል
4086,የሳንባ ምች,ብርድ ብርድ ማለት,ድካም,ሳል,ከፍተኛ_ትኩሳት
4087,ዲሞርፊክ ሄሞሮይድስ (ክምር),የሆድ ድርቀት,በአንጀት_እንቅስቃሴ_ጊዜ_ህመም,pain_in_anal_region,ደም የተሞላ_ሰገራ
4088,የልብ ድካም,ማስታወክ,ትንፋሽ ማጣት,ማላብ,የደረት_ህመም
4089,የ varicose ደም መላሽ ቧንቧዎች,ድካም,ቁርጠት,መሰባበር,ከመጠን ያለፈ ውፍረት
4090,ሃይፖታይሮዲዝም,ድካም,ክብደት_መጨመር,ቀዝቃዛ_እጅ_እና_እግር,የስሜት_መለዋወጥ
4091,ሃይፐርታይሮዲዝም,ድካም,የስሜት_መለዋወጥ,ክብደት_መቀነስ,እረፍት ማጣት
4092,ሃይፖግላይሴሚያ,ማስታወክ,ድካም,ጭንቀት,ማላብ
4093,የአርትሮሲስ በሽታ,የመገጣጠሚያ_ህመም,የአንገት_ህመም,የጉልበት_ህመም,hip_የመገጣጠሚያ_ህመም
4094,አርትራይተስ,የጡንቻ_ደካማነት,አንገተ ደንዳና,እብጠት_መገጣጠሚያዎች,የእንቅስቃሴ_ግትርነት
4095,(vertigo) Paroymsal  Positional Vertigo,ማስታወክ,ራስ ምታት,ማቅለሽለሽ,የሚሽከረከር_እንቅስቃሴዎች
4096,ብጉር,የቆዳ_ሽፍታ,መግል_የተሞላ_ብጉር,ጥቁር ነጠብጣቦች,የሚንቀጠቀጡ
4097,የሽንት ቧንቧ ኢንፌክሽን,ሚኪቱሪሽን ማቃጠል,የፊኛ ምቾት ማጣት,የሽንት መጥፎ ሽታ,የማያቋርጥ_የሽንት_ስሜት
4098,Psoriasis,የቆዳ_ሽፍታ,የመገጣጠሚያ_ህመም,የቆዳ_መፋቅ,ብር_የሚመስል_አቧራ
4099,ኢምፔቲጎ,የቆዳ_ሽፍታ,ከፍተኛ_ትኩሳት,አረፋ,በአፍንጫ_ዙሪያ_ቀይ_ቁስል
4100,የፈንገስ ኢንፌክሽን,እከክ,የቆዳ_ሽፍታ,ኖዳል_ቆዳ_ፍንዳታዎች,dischromic _patches
4101,አለርጂ,የማያቋርጥ_ማስነጠስ,መንቀጥቀጥ,ብርድ ብርድ ማለት,ከዓይን_ማጠጣት
4102,GERD,የሆድ_ህመም,አሲድነት,በምላስ_ላይ_ቁስል,ማስታወክ
4103,ሥር የሰደደ ኮሌስትሮል,እከክ,ማስታወክ,ቢጫ_ቆዳ,ማቅለሽለሽ
4104,የመድሃኒት ምላሽ,እከክ,የቆዳ_ሽፍታ,የሆድ_ህመም,ሚኪቱሪሽን ማቃጠል
4105,የፔፕቲክ ቁስለት በሽታ,ማስታወክ,የምግብ አለመፈጨት ችግር,የምግብ ፍላጎት_ማጣት,የሆድ_ህመም
4106,AIDS,ጡንቻ_ማባከን,በጉሮሮ ውስጥ_ጥፍሮች,ከፍተኛ_ትኩሳት,ከጋብቻ ውጪ ያሉ እውቂያዎች
4107,የስኳር በሽታ,ድካም,ክብደት_መቀነስ,እረፍት ማጣት,ግድየለሽነት
4108,የጨጓራ እጢ (gastroenteritis).,ማስታወክ,የደነቆረ_አይኖች,ድርቀት,ተቅማጥ
4109,ብሮንካይያል አስም,ድካም,ሳል,ከፍተኛ_ትኩሳት,ትንፋሽ ማጣት
4110,የደም ግፊት,ራስ ምታት,የደረት_ህመም,መፍዘዝ,ሚዛን_ማጣት
4111,ማይግሬን,አሲድነት,የምግብ አለመፈጨት ችግር,ራስ ምታት,የደበዘዘ_እና_የተዛባ_ዕይታ
4112,የማኅጸን ጫፍ ስፖንዶሎሲስ,የጀርባ_ህመም,በእግሮች ውስጥ_ደካማነት,የአንገት_ህመም,መፍዘዝ
4113,ሽባ (የአንጎል ደም መፍሰስ),ማስታወክ,ራስ ምታት,የአንድ_አካል_ጎን_ደካማነት,ተቀይሯል_sensorium
4114,አገርጥቶትና,እከክ,ማስታወክ,ድካም,ክብደት_መቀነስ
4115,ወባ,ብርድ ብርድ ማለት,ማስታወክ,ከፍተኛ_ትኩሳት,ማላብ
4116,የዶሮ ፐክስ,እከክ,የቆዳ_ሽፍታ,ድካም,ግድየለሽነት
4117,ዴንጊ,የቆዳ_ሽፍታ,ብርድ ብርድ ማለት,የመገጣጠሚያ_ህመም,ማስታወክ
4118,ታይፎይድ,ብርድ ብርድ ማለት,ማስታወክ,ድካም,ከፍተኛ_ትኩሳት
4119,ሄፓታይተስ ኤ,የመገጣጠሚያ_ህመም,ማስታወክ,ቢጫ_ቆዳ,ጨለማ_ሽንት
4120,ሄፓታይተስ ቢ,እከክ,ድካም,ግድየለሽነት,ቢጫ_ቆዳ
4121,ሄፓታይተስ ሲ,ድካም,ቢጫ_ቆዳ,ማቅለሽለሽ,የምግብ ፍላጎት_ማጣት
4122,ሄፓታይተስ ዲ,የመገጣጠሚያ_ህመም,ማስታወክ,ድካም,ቢጫ_ቆዳ
4123,ሄፓታይተስ ኢ,የመገጣጠሚያ_ህመም,ማስታወክ,ድካም,ከፍተኛ_ትኩሳት
4124,የአልኮል ሄፓታይተስ,ማስታወክ,ቢጫ_ቆዳ,የሆድ_ህመም,የሆድ_እብጠት
4125,የሳንባ ነቀርሳ በሽታ,ብርድ ብርድ ማለት,ማስታወክ,ድካም,ክብደት_መቀነስ
4126,የጋራ ቅዝቃዜ,የማያቋርጥ_ማስነጠስ,ብርድ ብርድ ማለት,ድካም,ሳል
4127,የሳንባ ምች,ብርድ ብርድ ማለት,ድካም,ሳል,ከፍተኛ_ትኩሳት
4128,ዲሞርፊክ ሄሞሮይድስ (ክምር),የሆድ ድርቀት,በአንጀት_እንቅስቃሴ_ጊዜ_ህመም,pain_in_anal_region,ደም የተሞላ_ሰገራ
4129,የልብ ድካም,ማስታወክ,ትንፋሽ ማጣት,ማላብ,የደረት_ህመም
4130,የ varicose ደም መላሽ ቧንቧዎች,ድካም,ቁርጠት,መሰባበር,ከመጠን ያለፈ ውፍረት
4131,ሃይፖታይሮዲዝም,ድካም,ክብደት_መጨመር,ቀዝቃዛ_እጅ_እና_እግር,የስሜት_መለዋወጥ
4132,ሃይፐርታይሮዲዝም,ድካም,የስሜት_መለዋወጥ,ክብደት_መቀነስ,እረፍት ማጣት
4133,ሃይፖግላይሴሚያ,ማስታወክ,ድካም,ጭንቀት,ማላብ
4134,የአርትሮሲስ በሽታ,የመገጣጠሚያ_ህመም,የአንገት_ህመም,የጉልበት_ህመም,hip_የመገጣጠሚያ_ህመም
4135,አርትራይተስ,የጡንቻ_ደካማነት,አንገተ ደንዳና,እብጠት_መገጣጠሚያዎች,የእንቅስቃሴ_ግትርነት
4136,(vertigo) Paroymsal  Positional Vertigo,ማስታወክ,ራስ ምታት,ማቅለሽለሽ,የሚሽከረከር_እንቅስቃሴዎች
4137,ብጉር,የቆዳ_ሽፍታ,መግል_የተሞላ_ብጉር,ጥቁር ነጠብጣቦች,የሚንቀጠቀጡ
4138,የሽንት ቧንቧ ኢንፌክሽን,ሚኪቱሪሽን ማቃጠል,የፊኛ ምቾት ማጣት,የሽንት መጥፎ ሽታ,የማያቋርጥ_የሽንት_ስሜት
4139,Psoriasis,የቆዳ_ሽፍታ,የመገጣጠሚያ_ህመም,የቆዳ_መፋቅ,ብር_የሚመስል_አቧራ
4140,ኢምፔቲጎ,የቆዳ_ሽፍታ,ከፍተኛ_ትኩሳት,አረፋ,በአፍንጫ_ዙሪያ_ቀይ_ቁስል
4141,የፈንገስ ኢንፌክሽን,እከክ,የቆዳ_ሽፍታ,ኖዳል_ቆዳ_ፍንዳታዎች,dischromic _patches
4142,አለርጂ,የማያቋርጥ_ማስነጠስ,መንቀጥቀጥ,ብርድ ብርድ ማለት,ከዓይን_ማጠጣት
4143,GERD,የሆድ_ህመም,አሲድነት,በምላስ_ላይ_ቁስል,ማስታወክ
4144,ሥር የሰደደ ኮሌስትሮል,እከክ,ማስታወክ,ቢጫ_ቆዳ,ማቅለሽለሽ
4145,የመድሃኒት ምላሽ,እከክ,የቆዳ_ሽፍታ,የሆድ_ህመም,ሚኪቱሪሽን ማቃጠል
4146,የፔፕቲክ ቁስለት በሽታ,ማስታወክ,የምግብ አለመፈጨት ችግር,የምግብ ፍላጎት_ማጣት,የሆድ_ህመም
4147,AIDS,ጡንቻ_ማባከን,በጉሮሮ ውስጥ_ጥፍሮች,ከፍተኛ_ትኩሳት,ከጋብቻ ውጪ ያሉ እውቂያዎች
4148,የስኳር በሽታ,ድካም,ክብደት_መቀነስ,እረፍት ማጣት,ግድየለሽነት
4149,የጨጓራ እጢ (gastroenteritis).,ማስታወክ,የደነቆረ_አይኖች,ድርቀት,ተቅማጥ
4150,ብሮንካይያል አስም,ድካም,ሳል,ከፍተኛ_ትኩሳት,ትንፋሽ ማጣት
4151,የደም ግፊት,ራስ ምታት,የደረት_ህመም,መፍዘዝ,ሚዛን_ማጣት
4152,ማይግሬን,አሲድነት,የምግብ አለመፈጨት ችግር,ራስ ምታት,የደበዘዘ_እና_የተዛባ_ዕይታ
4153,የማኅጸን ጫፍ ስፖንዶሎሲስ,የጀርባ_ህመም,በእግሮች ውስጥ_ደካማነት,የአንገት_ህመም,መፍዘዝ
4154,ሽባ (የአንጎል ደም መፍሰስ),ማስታወክ,ራስ ምታት,የአንድ_አካል_ጎን_ደካማነት,ተቀይሯል_sensorium
4155,አገርጥቶትና,እከክ,ማስታወክ,ድካም,ክብደት_መቀነስ
4156,ወባ,ብርድ ብርድ ማለት,ማስታወክ,ከፍተኛ_ትኩሳት,ማላብ
4157,የዶሮ ፐክስ,እከክ,የቆዳ_ሽፍታ,ድካም,ግድየለሽነት
4158,ዴንጊ,የቆዳ_ሽፍታ,ብርድ ብርድ ማለት,የመገጣጠሚያ_ህመም,ማስታወክ
4159,ታይፎይድ,ብርድ ብርድ ማለት,ማስታወክ,ድካም,ከፍተኛ_ትኩሳት
4160,ሄፓታይተስ ኤ,የመገጣጠሚያ_ህመም,ማስታወክ,ቢጫ_ቆዳ,ጨለማ_ሽንት
4161,ሄፓታይተስ ቢ,እከክ,ድካም,ግድየለሽነት,ቢጫ_ቆዳ
4162,ሄፓታይተስ ሲ,ድካም,ቢጫ_ቆዳ,ማቅለሽለሽ,የምግብ ፍላጎት_ማጣት
4163,ሄፓታይተስ ዲ,የመገጣጠሚያ_ህመም,ማስታወክ,ድካም,ቢጫ_ቆዳ
4164,ሄፓታይተስ ኢ,የመገጣጠሚያ_ህመም,ማስታወክ,ድካም,ከፍተኛ_ትኩሳት
4165,የአልኮል ሄፓታይተስ,ማስታወክ,ቢጫ_ቆዳ,የሆድ_ህመም,የሆድ_እብጠት
4166,የሳንባ ነቀርሳ በሽታ,ብርድ ብርድ ማለት,ማስታወክ,ድካም,ክብደት_መቀነስ
4167,የጋራ ቅዝቃዜ,የማያቋርጥ_ማስነጠስ,ብርድ ብርድ ማለት,ድካም,ሳል
4168,የሳንባ ምች,ብርድ ብርድ ማለት,ድካም,ሳል,ከፍተኛ_ትኩሳት
4169,ዲሞርፊክ ሄሞሮይድስ (ክምር),የሆድ ድርቀት,በአንጀት_እንቅስቃሴ_ጊዜ_ህመም,pain_in_anal_region,ደም የተሞላ_ሰገራ
4170,የልብ ድካም,ማስታወክ,ትንፋሽ ማጣት,ማላብ,የደረት_ህመም
